critic_name,album_name,album_rating,album_description
Rock Sound,Wolves,70,"One of punk's few great constants, the Chicago four-piece are back and as furious as ever with this eighth album. As you'd expect, they don't fumble the ball."
Rock Sound,One More Light,60,"Sure, the relative absence of co-frontman Mike Shinoda saps some of the band's unique character and they get bogged down in sluggish, downcast dirges in the final stretch, but there's also a sense of liberation running through these 10 tracks; the mark of artists unshackled from their past, stepping into the unknown."
Rock Sound,DREAMCAR,80,"Bearing the smart but dark pop hallmarks of bands like The Cure and Echo And The Bunnymen, it's astonishing how the L.A. foursome's fusion of disco, funk and hot gothic takes sounds so fresh in 2017, 30-odd years after that stuff's heyday."
Rock Sound,Make the Best of It,60,There are enough special moments and poignant observations here to recommend a peek into the gloom.
Rock Sound,Graveyard Shift,70,There are plenty of moments on this record where it feels like Motionless have grown into their own skin; tugging at the heartstrings one moment and cutting straight to the bone the next.
Punknews.org (Staff),Makes Me Sick,40,The lyrics are cheesy and uninspiring at best.
Punknews.org (Staff),Swear I'm Good at This,60,"Much like peer Frankie Cosmos, the sugarcoated uneasiness works, especially when done well. Swear I'm Good At This is a solid debut."
Punknews.org (Staff),Coming Home,30,"Coming Home scrubs away the band's aggression and tries to get more emotional, but all it does is end up sounding like that perv you'd never leave a drunk friend around."
Punknews.org (Staff),Bloodlust,60,It's a solid listen in its own right.
Punknews.org (Staff),Emperor of Sand,70,"Working again with producer Brendan O'Brien, Mastodon maintains their polished technical expertise. The album is clean but not scrubbed of feeling."
Punknews.org (Staff),Fail You Again,80,"This time, they're much more versed and diversified, expanding their borders in terms of storytelling as well. Chris Loporto's vocals drive the record home, especially on slow melodic burns like ""Quitting"" and ""Molly's Desk"", which all pop with a loud bang at the end, signifying what Can't Swim are about."
E! Online,The River In Reverse,75,"An urgent, soulful collection."
E! Online,A Lively Mind,50,"Employing actress Brittany Murphy on the ridiculous ""Faster Kill Pussycat"" hardly helps, as does reducing Pharrell Williams' talent with a caricature of a tune like ""Sex 'N' Money."""
E! Online,The Garden,83,"Edgier and more experimental than its predecessors, The Garden also ramps up the chill factor."
E! Online,We Don't Need To Whisper,67,"Listening to all this Edge-y guitar doodling and whiny wailing, the question remains: Why mess with a fun, 20-million-album-selling formula for this ponderous prog project?"
E! Online,Taking The Long Way,75,The Texas trio sounds like a new group.
E! Online,"Stand Still, Look Pretty",50,A thoroughly dull collection of acoustic-based country-rock ballads you could hear at any local open-mike night.
E! Online,So Amazin',67,"Unfortunately, she has also followed Ms. Knowles' lead in recording overly earnest, confessional ballads."
Rock Sound,The Walls Will Fall [EP],70,"From the breakneck belligerence of 'Balance The Odds' to the nostalgic groove of 'Step To You', this is the purest strain of hardcore you could possibly mosh your life away to."
Punknews.org (Staff),Voids,30,Most of the album is way over-polished and creatively stifled. MTB try to maintain a sense of how well they did prog-punk but this is a line they can't even straddle anymore. The beauty that was once there is gone. Voids is aptly titled.
Punknews.org (Staff),You're Not As _____ As You Think,80,These are the songs that cut deep and cut slowly.
Punknews.org (Staff),The Grinding Wheel,80,"It's on par with recent great stuff by Testament, Exodus or Death Angel. It's another excellent addition to the already impressive Overkill discography."
Punknews.org (Staff),The Universe and Me,80,"While it's unlikely to have the same influence as his earlier work in Guided by Voices, this is an album that is likely to get repeated spins on the turntable. It also is a solid reminder, that Tobin Sprout is every bit the songwriter and musician that his former GBV cohort Rob Pollard is."
Punknews.org (Staff),Moh Lhean,70,WHY? remains an ever-changing experiment. Moh Lhean pays off for the patient listener.
Punknews.org (Staff),Why Love Now,70,"As a whole, Pissed Jeans have put out the best, harshest, yet most listenable album of their career."
E! Online,Broken Boy Soldiers,83,Sounds like they had as much fun making it as you're going to have listening to it.
E! Online,Every Man For Himself,67,Hoobastank balances heavy riffs with dark existentialism and hooks that closely imitate that of its breakthrough hit.
Pitchfork,Culture II,64,"It's still a joy to hear the Migos rap, which is why it's especially depressing that Culture II ultimately feels like a drag--a formless grab bag compiled without much care."
Pitchfork,Laughing At The System [EP],80,Total Control make an EP of curveballs sound puzzlingly coherent thanks in no small part to their fine craftsmanship.
Punknews.org (Staff),Nightmare Logic,80,"Ultimately, they're doing retro-thrash with a modern feel, and they're pretty damn good at it. If you like to bang your head, Power Trip should be on your radar."
Pitchfork,The Worm's Heart,66,It's a pleasant oddity in the Shins' catalogueŠ—”neither a dazzling reinvention of the original release (see: Massive Attack V Mad Professor's towering No Protection) nor a hastily-assembled insult to the band's creative work .
Pitchfork,Could It Be Different?,68,"Perhaps they figured dark times call for bright music, but this overly polished record often feels like a missed opportunity."
Pitchfork,Snares Like a Haircut,80,"No Age's name seems self-actualizing. And in their psycho-candied sound, which has progressively gotten better, they still know how to locate the timeless, fever-pitched feeling of a beginning."
Pitchfork,Vessel of Love,74,"By the end of Vessel of Love, it is apparent that an interest in reggae is far from the only thing Cook learned from Ari Up, or the most important thing. She learned to find her voice and make it heard."
Pitchfork,Down Below,80,"This is a band that absolutely revels in the possibilities suggested by its obsidian thrills, no matter the potential changes in the audience's size and scope. Down Below is about death and hell, sure, but it's proudly, defiantly not meant for an underground anymore."
Pitchfork,The Time Is Now,55,"For an album called The Time Is Now, David spends too much of his time looking like he's trying to catch up."
Pitchfork,Freedom's Goblin,81,"Freedom's Goblin is ultimately a celebration of Segall's aesthetic and emotional freedom--a definitive capstone to the first decade of a scuzzy, heartfelt songwriter nonpareil."
Pitchfork,The Thread That Keeps Us,71,"Calexico have made records that sound like this one before, but they've never made one with quite this much fight in it."
Pitchfork,Marble Skies,69,"While Marble Skies doesn't always quite get there, the planets it frantically orbits while awaiting touchdown are worth the journey."
Pitchfork,All Melody,78,"Across 12 songs and 74 minutes, All Melody functions as a single, cohesive piece of music, with recurring themes interwoven throughout. It's easy to get lost in the album and then, hearing a familiar motif, come up short, as if turning a corner in a long hallway and wondering if you hadn't passed the same spot just a moment ago. It's a pleasantly disorienting sensation."
Pitchfork,2 Tha Left,77,"There isn't a moment where Perico is upstaged, and his immediate charm is in the stylish near yelp of his rapping voice, the way he struts over a beat. He seems to always be at the top of his register, but he tucks a deceptive range of perky melody into each verse and hook. All of this plays out over a sleek G-funk backdrop, with plenty of playful nuance in the production."
Pitchfork,"Vision Songs, Vol. 1 [Reissue]",67,"There are brief glints of enlightenment to be heard here, but more often than not, Laraaji's makeshift songs come across like daily affirmations as heard in a hotel lounge."
Pitchfork,I Can Feel You Creep Into My Private Life,62,"It's frequently a difficult listen, and not for the reasons Garbus intended."
Pitchfork,Blue Madonna,57,"Blue Madonna's main value over replacement synth-pop is his falsetto, capable of reaching a glam-rock frenzy but constrained in songs that never quite allow him to go there."
Pitchfork,Between Two Shores,57,"Between Two Shores was cobbled together out of songs left over from past sessions and home demos. This helps explain the album's lack of focus. What's missing is a singular idea for a listener to rest her headphones on. Instead, we get a hodgepodge of sentimental tunes that aren't quite parallel, perpendicular, or adjacent to each other."
Pitchfork,The House,64,"Punctuating The House's actual songs are occasionally baffling interludes (one, '’Äkeren,' is sung entirely in Norwegian, a first for Porches), which play more like unfinished sketches than intentional moments of quiet."
Pitchfork,A Day With The Homies [EP],66,"It can be hard to square the bleakness of the lyrics with the verdant excess of the sound, though its lo-fi sonics certainly match the rawness of the emotions contained within."
Pitchfork,The  Official Body,81,"The trio is so refreshing and exhilarating because of the space they elbow-out for themselves and the vibrant spirit they pump into the exhausted genre, proving that simply adding some cavernous echo to a track isn't enough."
Pitchfork,Ruins,64,"Their voices complement each other so naturally and so gracefully that it's easy to forget how much craft there is in these songs, and how much ingenuity they put into their vocals."
Pitchfork,Semicircle,63,"After five albums, it's nostalgic sleight-of-hand for the Go! Team to continually look back on the sounds of the '60s yet still tune out the underlying noise of that radical decade."
Pitchfork,Songs of Praise,75,It's taut but it's also a shambles; cramped and ready to rupture with the despair of five unruly lads.
Pitchfork,Camila,68,"Camila shines when it's light and breezy, giving Cabello the space she needs to cook."
Pitchfork,Wrong Creatures,58,"While they're not radically altering their own musical DNA, they are still in their own way trying to figure out what they can and cannot do. While that probably sounds like a backhanded compliment for these rock'n'roll veterans, it might actually be the secret to their longevity."
Pitchfork,The Wasted Years [Box Set],67,"The Wasted Years, despite its sardonic title, is a worthwhile look back at the path he took to get to those heights. While it's not a complete document of the band's startŠ—”this set ignores standalone singles and b-sides from this era, like a rollicking cover of the Modern Lovers' 'Roadrunner'--it sets the table for a three-decade-plus journey that continues to surprise, confound, and satisfy."
Pitchfork,Lex,71,"Though less memorable than its predecessor, Lex succeeds when it is heard as intended: as a conceptual companion to Reassemblage's opaque experimentation, an appendix of utopian ideas that adds nuance and provocation to a seductive sound world where East meets West, and breath and circuitry are made one."
Pitchfork,POST-,82,"While the subject matter of POST- ensures its relevance and substance, much like everything else Rosenstock has ever done, it also sounds like the most fun thing one could possibly do. It's a motivation to, at the very least, get out of bed."
Pitchfork,Rainbow Mirror,62,"For all its imposing scale, though, it lacks some of the dramatic finesse of classic Prurient. Fernow's poetic lyrics, spoken or shrieked, have been a key hallmark of the project, and without them, these abstracted noisescapes lack the narrative character of his best work."
Pitchfork,Mount Qaf (Divine Love),70,"Flourishing in his own way outside the Walkmen, Bauer has found a method of combining two dissimilar passions into art that honors them both."
Exclaim,Woody Guthrie: The Tribute Concerts,80,"Outside of nostalgia, though, much of the work still feels necessary."
Exclaim,All Together Again,70,All Together Now is a surprisingly and satisfyingly listenable collection of compositions that weren't necessarily recorded for this type of public consumption.
Exclaim,"How to Solve Our Human Problems, Pt. 1 [EP]",60,"Despite the EP's virtues, that's a lot of excess fluff for a collection with just five tracks."
Exclaim,Material Control,80,Material Control is an invigorating yet familiar release from the band and by far their angriest and densest music to date.
Exclaim,Finding Shore,80,"Many avant-garde instrumental albums exist to strictly craft a mood, and Tom Rogerson and Brian Eno somehow seem to merge these moods, sounds and themes together effortlessly and radiantly on Finding Shore."
Exclaim,Radio Silence,80,"Radio Silence is a jazzy, soulful call to action, a think-piece and a middle-finger to the trolls who claim he fell off; you can still find his name ""in the middle of equality."""
Exclaim,Post Self,90,"Even though Post Self isn't exactly what was expected, it's a masterful release from two musicians who seem to be incapable of creating anything short of exquisite."
Exclaim,War & Leisure,80,"Though he enthusiastically pushes the boundaries of his sound and image on his most eclectic album yet, Miguel also takes care to make each of its tracks insatiably catchy and breezily fun."
Exclaim,Weighing of the Heart,50,"Weighing of the Heart plays out as the soundtrack to a forgotten '90s B movie; novel, but not great."
Exclaim,In An Open Field,80,"There is self-deprecation and honesty to In an Open Field that combines with musical prowess to form a thoroughly enjoyable, thoughtful record. Few writers possess the melodic ability and communicative skill that Nicholas Krgovich does. He remains one of the finest pop songwriters along the coast."
Exclaim,Birdie,80,"While musically, the tracks can sometimes bleed into each other, sounding perhaps too similar, this album is meant to be consumed in order as a whole. Birdie sets a solid foundation for Slaughter Beach, Dog's future."
Exclaim,Morning After,70,"With the cohesive and captivating Morning After, dvsn have used soothing vocals and layered beats to paint a sonic portrait of modern R&B."
Exclaim,Songs of Experience,50,"Experience neither recaptures past glories nor forges a new way forward, and while it's better than its predecessor, it nevertheless captures the sound of a legacy rock band stuck in neutral."
Exclaim,(It Was) Because I Was In Love [Deluxe Reissue],80,The more transparent mix dovetails nicely with the album's themes.
Exclaim,Utopia,90,Utopia feels like both a journey and a collection of statements that define and affirm who Bj’_rk is.
Exclaim,Syre,80,"At first listen, the album is scattered and slightly exhausting; it takes several attempts to make sense of everything you're hearing, and some listeners may run out of the patience required to dissect it all. Those with a longer attention span, though, will find SYRE a very promising debut that offers new delight with every play."
Exclaim,Soul of a Woman,90,Soul of a Woman is a more than worthy farewell by one of the hardest working and talented women show business has ever known.
Exclaim,Four Lost Souls,70,"Although many songs lack the fire and passion that defined his earlier work, with the exception of the race-relation lyrical content of ""What's My Name?"" and the growling ""Snake Behind Glass,"" Four Lost Souls is simply unlike anything else in Jon Langford's sprawling discography."
Exclaim,Ascending a Mountain of Heavy Light,80,"This is the kind of odd, idiosyncratic record that makes collaboration so compelling; whether or not it appeals to you, there's absolutely no way you've heard a metal release quite like it this year."
Exclaim,Mechanics of Dominion,90,"It's a delicate, cautious demonstration, but Mechanics of Dominion is a bold, gripping and brilliantly nuanced addition to Esmerine's gorgeous catalogue, swelling with hope and brimming with energy."
Exclaim,Rest,70,"The pacing of Rest and the length of its songs make it a grower of an album that, over time, ensconces listeners in the sonic layers and personal lyricism of Gainsbourg."
Exclaim,If All I Was Was Black,70,"If All I Was Was Black is another late-career winner from Staples, an album that perfectly captures her gentle, loving and elegant way of making a political statement without sacrificing the passion she's built her career upon."
Exclaim,Wizard Bloody Wizard,60,"Nihilistic chugging riffs permeate the album from beginning to end, thundering away and drilling a particular tempo into your head. But this repetition isn't served by the sort of groove that previously was a keystone to Electric Wizard's sound."
Exclaim,reputation,70,"1989 fans will breathe a sigh of relief when ""I Did Something Bad"" kicks in, though, which starts off a string of shiny pop songs that not only feel like a more natural progression from the last album, but improve upon each listen in that sneaky way Swift songs tend to do. ... The moments on Reputation that Swift stans appreciate the most are likely the ones casual listeners will be quickest to dismiss."
Exclaim,Arpo,70,"Arpo forges lush soundscapes by drawing on ASMR techniques, layering textures over the arpeggiated hooks that drive the record. A saxophone player himself, Call Super subtly peppers hazy woodwind tones throughout, elevating the record's otherwise eclectic collage of electronic soundscapes."
Exclaim,Interiors,80,Interiors can proudly call itself a rightful successor to the post-hardcore classics status of their first two albums.
Exclaim,Phases,80,"Here, she moves through songs about love and life that, whether because of the cavernous, sometimes tinny production or her timeless songwriting style (and often, both), feel channelled from some ghostly past where musical arrangement was simpler but emotions weren't."
Exclaim,Without Warning,70,"The trio's intent is crystal clear here: make hypnotic murder rap that evokes a screwface and head-nod. If horror movies aren't your thing, though, Without Warning might not be the rap project for you."
Exclaim,The Animal Spirits,80,"On his third LP, James Holden establishes a sound wholly his own, allowing The Animal Spirits' gorgeous, absorbing and wonderfully unkempt mix of psych, jazz, folk and electronic to infiltrate the listener's psyche."
Exclaim,Reworked by Detroiters,70,"This compilation shows the lasting impact Funkadelic has had on popular culture and on subsequent generations of innovators, striking a balance between reverence for the originals and creativity from the re-visitors."
The 405,Turn Out the Lights,90,"What elevates Turn Out The Lights is that it's sensory as well as earnest, personally destabilising while artfully assured; it oscillates in the spilling synaesthesia of panic attacks, the dizzying clarity of epiphany, the paralysing futility of depressive episodes, the unfathomable locus of being okay."
The 405,Milano,70,The album is an engaging and enjoyable listen and deserves all the credit it will inevitably receive.
The 405,"A  Flame My Love, a Frequency",75,"Ultimately, A flame my love, a frequency is an intimate voyage of a single human soul through nature, and the minimalistic synth compositions she has used to render this prove to be an ideal vessel."
The 405,Anthology: Movie Themes 1974-1998,100,Carpenter here brings together the themes from 13 of his movies to remind us exactly how pervasive is his influence on modern culture.
The 405,Ken,80,"This album scales back significantly from the relative bombast of the grand Poison Season in favor of a more intimate, simple setting. Stranding himself nearly alone--aside from longtime collaborator Josh Wells--Bejar hunkered down to record the simultaneously unconcerned and emotional splash that is ken."
The 405,Open,80,"For those of us all too invested in the constant slew of bigger, louder, more flashy presentations every week, it's a true pleasure to get lost in such a graceful, deceptively simple world. Open is a true treat."
The 405,It's Alright Between Us as It Is,75,"There's a balance to be struck between playing it safe and playing it smart, and Lindstr’Ùm leans more towards the latter. If he occasionally veers the wrong way, he recovers handsomely."
The 405,Mr. Davis,55,"Mr. Davis seems to pull in every direction at once. Gucci himself, despite the attempted show of a triumphant album, largely seems to feel somber."
The 405,Ogilala,65,"Ogilala lives and dies by the strength of its songwriting, and while there's nothing here that even sniffs at the coattails of Corgan's best work, it is probably the most consistent and least offensively pretentious album he's put out in, well, nineteen years."
The 405,Boxing the Moonlight,70,"It makes for a veritable smorgasbord of genre pastiche wherein there is plenty of fun to be had in simply trying to pinpoint the artist or even specific song that is being aped. On the other hand, it also makes for a bit of a hit and miss affair."
The 405,Lotta Sea Lice,80,"Although Lotta Sea Lice didn't exactly live up to it's potential and hype, the end result is still something to be reckoned with; a fascinating and balanced attempt at perfecting the concept of the collaboration album."
The 405,Colors,60,"Overall it's a fun album of two halves. The first half tows the line between the cheesy elements of radio pop that even the snarkiest Slayer fan secretly loves, and some truly inspirational, if not fleeting, compositional substance. The second half, although still very much a fun listen, somewhat strays."
The 405,The Saga Continues,55,"The Saga Continues, despite being a passably entertaining listen, is a grimmer entry, as there seems to be no concern for their legacy left."
The 405,Masseduction,80,"From the very start you can hear and see the ideas that were explored in the clips and videos stretched to their fullest, most histrionic range."
The 405,Take Me Apart,90,"Take Me Apart doesn't feel desperate to reach for anything, it is comfortable, prepared for whatever may come, much like its bearer. Greatness hasn't sounded this natural in this arena for some time. This is everything."
The 405,Tenderness,70,"In some of its explorations of dance music's sub-genres it is less successful, and can come off as a bit too cheesy for its own good, but it's all produced, performed and sequenced with such careful consideration and bountiful charm, that its few shortcomings in pure songwriting terms can be overlooked."
The 405,Three Futures,75,"The music is now lush where once it was loud, layered and thoughtful where it was immediate."
The 405,The Kid,80,"Kaitlyn Aurelia Smith looks at life and sees the endless possibility. It's a sweet thought, and a compelling journey."
The 405,Offering,70,"There's plenty of fun to be had here, even if it can't help not quite measuring up to past hype."
The 405,New Energy,80,"To say New Energy is a consolidation rather than a progression may seem damning with faint praise, but its palate is so substantial and nourishing that such slight ambition is peripheral. If you're served a basic carbonara by a Michelin-star pasta chef it's still a damn fine carbonara."
The 405,The Centre Cannot Hold,85,"Rather than betting the farm on a couple showstoppers while keeping everything else relatively muted and inconspicuous, Frost pushes himself further and further and creates an incredible experience."
The 405,Always Foreign,95,"With this album, The World is a Beautiful Place & I Am No Longer Afraid To Die has stepped up to the challenge of their name (as well as their previous lyrics riffing off the name), and show that they are willing to fight to make it a reality. While this battle may be a substantially uphill one, Always Foreign stands as an impeccable call to arms."
The 405,Relatives in Descent,75,"Relatives in Descent, right down to its title, is an enigma of free thought and aggressive, yet powerful sentiment."
The 405,Music for the Age of Miracles,85,"More than ever, the human experience is tangible through their music, and they manage to create those unmaintainable moments of joy that can, in a moment or a movement, dissolve into something else entirely; a memory of something long forgotten, a vision of your inconsequentiality in the world, a realisation that everything is temporary. Fortunately, they are not always downers, moreover it just feels comforting to have those feelings quantified so stirringly through music."
The 405,Haiku from Zero,60,"Haiku From Zero offers up plenty of mesmerising moments, but they come with a damaging amount of baggage and ultimately the record falls a little short of the tropical dream that it envisages."
The 405,Hiss Spun,90,"After years of delivering on her promise, it comes as no surprise that Hiss Spun is as good as it is. The instrumental tracks dance around Wolfe's soaring vocals and ultimately collide with them perfectly to create a collection of songs that are a joy to listen to."
The 405,The Spark,30,"Ultimately, The Spark presents a baffling listening experience. Almost every song on the album poses as an unremarkable backdrop onto which the band fiddles with elements of everything from grime to orchestral arrangements with virtually no successful results."
The 405,Luciferian Towers,95,"It's still a functionally and otherwise dazzling work, one that sits nicely among the band's compositions."
The 405,Brick Body Kids Still Daydream,80,"Brick Body Kids Still Daydream is the very definition of a slow burner. It lacks a track as instantly iconic as 'Doug Stamper' off Dark Comedy, but it reveals its layers and details gradually."
The 405,Aromanticism,90,"Aromanticism is an album that is heartfelt and heartbreaking, and, from the opening chorals to the closing moments of 'Self Help Tape', is an album like no other."
Kerrang!,Dear,80,"Dear has generated a resurrection, or at least a strengthening of their life force; its creation inspired Boris to continue, turning what was supposed to be a goodbye into a forceful restating of this remarkable band's existence. [1 Jul 2017, p.50]"
Kerrang!,Precious Art,80,"This is the release that finally sees the band hit their songwriting stride. [1 Jul 2017, p.53]"
Kerrang!,Trouble Maker,60,"Rancid don't do anything new here, but they sound more fired-up than ever. [1 Jul 2017, p.51]"
Kerrang!,GN,80,"It has to be said that this is more of a nice vibe record than it is one full of great standalone songs, but when the vibe created is as utterly charming as this, that can only be a minor gripe. [1 Jul 2017, p.52]"
Kerrang!,A Walk With Love and Death,60,"It finds the band indulging their darkest urges, often using nothing more than noise and soundscapes. Like everything the Melvins do, however, it remains compelling, clever, and absolutely unique. [24 Jun 2017, p.53]"
Kerrang!,Hydrograd,80,"Hydrograd is an altogether looser, more accessible creation. [24 Jun 24, 2017, p.50]"
Kerrang!,Gravebloom,60,"The whole thing is suitably drenched with nihilism, once more conveying the sense that, in their world, smiles should result in a beating, because everything is truly hopeless. [1 Jul 2017, p.52]"
Kerrang!,Life is Good,40,"There are also songs that will undoubtedly kick it live, but it's not enough to prevent this from sounding merely ...nice. [10 Jun 2017, p.52]"
Kerrang!,The Optimist,80,"A band finding new ways to be magnificent so far into their career. [10 Jun 2017, p.52]"
Kerrang!,Living Arrangements,60,"This album is long. [10 Jun 2017, p.51]"
Kerrang!,Two Parts Viper,80,"There's a quivering blues element to the sludgy stomp of Whether Terrified Or Unafraid, while elsewhere they twist the lo-fi fuzz into jarring alt.rock shapes, as Josh continues to serve up the deliciously unexpected. [10 Jun 2017, p.52]"
Kerrang!,The Amazons,60,"Holy Roller packs all the cloying jangle of a thousand mid-'00s forgotten filler tracks, while closer Palace doesn't so much dampen gunpowder as drop curtain with a watery ""plop."" But swagger frequently outweigh s stumble, and the band's innate sense of class shines brightly throughout. [10 Jun 2017, p.50]"
Kerrang!,Singles [Original Motion Picture Soundtrack] [Deluxe Edition],100,"Already an essential document to one of rock's most exciting periods, the heartbreaking poignancy these bonus tracks add now make it even more so. [3 Jun 2017, p.52]"
Kerrang!,You're Welcome,40,"You're Welcome stumbles through grating doldrums on garage-rock autopilot, with junkyard fuzz that's more crap-nasty than good-nasty. [3 Jun 2017, p.52]"
Kerrang!,Wolves,100,"More often than not, though, Rise Against let you reach your own conclusions, and therein lies the difference between merely preaching to the choir and reaching the whole congregation. [3 Jun 2017, p.50]"
Kerrang!,Popular Music,80,"It's certainly an album fuelled by dissatisfaction, but it's more frantic than furious. [27 May 2017, p.52]"
Kerrang!,Last Young Renegade,80,"Several bold steps forward, while looking back over one shoulder. [27 May 2017, p.50]"
Kerrang!,Reaching Into Infinity,60,"It's hardly a reinvention, but it all adds to the OTT party DragonForce have been throwing for so long. [20 May 2017, p.53]"
Kerrang!,Sacred,80,"Little has changed. [8 May 2017, p.69]"
Kerrang!,United States of Horror,80,"An uncompromising debut--hard, nasty and the perfect sonic poison for 2017. [29 Apr 2017, p.51]"
Kerrang!,One More Light,60,"A record that's at times so flat. [13 May 2017, p.50]"
Kerrang!,In Spades,80,"The record flows effortlessly from disco to all-out rock ballad, and it ends with a stunningly atmospheric climax only they can pull off. [6 May 2017, p.52]"
Kerrang!,Gargoyle,80,"This is an album that sounds of box-fresh offerings foma shop-worn veteran in which everything about it suits him well. [6 May 2017, p.52]"
Kerrang!,Pageant,80,"Nakedly confessional or all dressed up, this is an album to cherish. [6 May 2017, p.51]"
Kerrang!,inŠ—¢ter aŠ—¢liŠ—¢a,80,"Across 11 tracks InŠ—¢ter aŠ—¢liŠ—¢a never loses focus and never takes the easy options, offering fractured anthems for fractured times. [6 May 2017, p.50]"
Kerrang!,8,40,"8 isn't terrible, but it is boring, which is much worse. [13 May 2017, p.51]"
Kerrang!,Graveyard Shift,80,"Ambitious and controversial, it's a creditable pass that's not perfect, but has flashes of brilliance. [29 Apr 2017, p.50]"
Kerrang!,The Walls Will Fall [EP],80,"Played at the correct volume, this will certainly threaten the structural stability of your house. [22 Apr 2017, p.52]"
Kerrang!,You Are We,80,"It's an album that bristles with hooks, crackles with power and almost overflows with passion. [22 Apr 2017, p.50]"
Kerrang!,Wick,100,"A wonderful rewarding journey. [15 Apr 2017, p.50]"
DJ Booth,I Am Not a Human Being II,60,"He's obviously still capable of moments of greatness, but right now those moments are so dulled by surrounding mediocrity they're becoming lost."
DJ Booth,The 20/20 Experience,80,Timberlake and Timbaland (Timbalake?) are at their best when they rely more on organic soul than samples.
DJ Booth,No Love Lost,80,"With Joe's distinct style steering every track, No Love Lost is a much more cohesive and focused work, despite similar fluctuations [to Slaughterhouse's Welcome To: Our House]."
DJ Booth,Long.Live.A$AP,80,In many ways Long.Live.A$AP is an album of the present.
DJ Booth,Jesus Piece,70,"Jesus Piece certainly isn't his best album, but if it ends up being his worst, then Jayceon's doing pretty damn good for himself."
DJ Booth,Trouble Man: Heavy Is the Head,80,"T.I. is more lyrical than he often gets credit for, but it's his ""swag"" that truly separates him from the crowd, and Trouble Man is dripping with so much swag T.I. should bottle it and sell it."
DJ Booth,Vicious Lies and Dangerous Rumors,90,"For two solo albums now Andre Patton has not merely proved that he's a capable solo artist, he's helping to redefine what a hip-hop album can sound like."
DJ Booth,O.N.I.F.C.,70,"O.N.I.F.C. isn't a great album, but it isn't lazy either."
DJ Booth,Unapologetic,60,"Unapologetic is by no means a bad album, it'd be nearly impossible to combine the music industry's best songwriters, producers and Rihanna's charismatic delivery and not create quality music, but as an album Unapologetic has no real core, no real theme; unless you count ""making hits"" as a theme."
DJ Booth,Trilogy,90,"Ultimately, Trilogy is more of a sonic landmark then it is a new work."
DJ Booth,Dreams and Nightmares,70,"We can safely assume that Dreams and Nightmares is the best Meek can possibly muster. And if this is indeed Meek's best, Meek's best is pretty good."
DJ Booth,Lace Up,70,"Maintaining the same ""burn down the building"" energy that your most loyal fans demand while not actually burning down the building is no easy task, but it's a fine line that MGK mostly manages to walk with success on Lace Up."
DJ Booth,The  Heist,80,"Ultimately, these songs and all of the songs on the album are stories, and to call Macklemore a storytelling rapper would be an understatement. He only tells stories, most often his own, it just turns out he's the kind of gifted storyteller that can keep you listening."
DJ Booth,"Good Kid, M.A.A.D City",100,He's given us all he could possibly give us; an album worthy of being called a classic.
DJ Booth,Payback,80,"Payback sounds more like a catharsis, an extended musical middle finger filled with the kind of instrumental interludes, frenetic humor and unconstrained personality that will leave heads nodding, and Clear Channel running in the opposite direction."
DJ Booth,Kaleidoscope Dream,80,There's no doubting that he's gone from a freshman to a full-fledged member of R&B's graduating class with Kaleidoscope Dream.
DJ Booth,This Generation,80,"Music this good transcends chronology, so whether you're 85 (what up grandma?), just getting your driver's license or anywhere between, you're all welcome into This Generation."
DJ Booth,"Food & Liquor, Vol. 2: the Great American Rap Album, Pt. 1",90,"It has its own moments of pop-leaning lightness, but there's more than enough revolutionary material here to leave the faithful satiated."
DJ Booth,Cruel Summer,70,"While everyone else is solid, there are no epiphanies, no ""that artist is the next to blow!"" moment that particularly deserves mention."
DJ Booth,Based on a T.R.U. Story,60,"Based on a T.R.U. Story isn't a great album, but was anyone expecting a great album from 2 Chainz?"
DJ Booth,Chapter V,80,"Songz isn't doing anything new, but when he's still delivering music this high quality it really doesn't matter that much."
DJ Booth,Welcome To: Our House,70,"At 16 tracks, 20 on the deluxe version, this album manages to work in more than a couple joints featuring some of the vicious rap hardcore fans were hoping for."
DJ Booth,Channel Orange,90,"This is more than an album, this is a moment in music history. Enjoy it."
DJ Booth,Life is Good,100,"On his new album, Life Is Good, we're hearing the most locked-in Nas has been in years, and the results are awe-inspiring."
DJ Booth,Fortune,70,"The truth is in the eye of the beholder, and with easily accessible albums like Fortune, there will continue to be a lot of eyes on Chris Brown."
DJ Booth,"Maybach Music Group Presents: Self Made, Vol. 2",70,"In and of itself, Self Made 2 is a decent album that should find relative success."
DJ Booth,Rugby Thompson,70,"Nothing on the album is groundbreaking and it won't go on to sell millions of copies, but that doesn't mean that it isn't a worthy piece of musical art."
DJ Booth,Looking 4 Myself,80,"Looking 4 Myself isn't a classic, it's just not, but until I hear better, it's the best R&B album of the year."
DJ Booth,"Triple F Life: Friends, Fans and Family",60,"These are good songs, but we don't come to Waka for good."
DJ Booth,The Stoned Immaculate,80,"If you're already a fan of Curren$y I have to imagine you'll at least enjoy adding Immaculate to the collection. And if you're not a Spitta fan there's a solid chance that Immaculate will, if not convert you to a full-fledged fan, at the very least respect the man."
Paste Magazine,The Ooz,91,"This is not an album to absorb in desperate moments, but rather an artfully brooding, grime-y thing that stands as a terribly unique and nightmarish account of what it could sound like to spiral out of control."
